keywords,year,id,_title,_author,_month,_day,_path,_fulltext
"All,kuddelmuddel,vogelgezwitscher,quasselstrippe,schlaf,ohren,schon,schnell,betreff,alltäglichkeiten,langsam,erwachte,tiefem,gähnte,streckte,ließ,blick,halbdunkel,höhle,schweifen,herum",2017,0032, KuddelmuddelVogelgezwitscherQuasselstrippe,BenLo,04,25,vikus-viewer/data/fulltext/pdf/rh170425 - 17 - KuddelmuddelVogelgezwitscherQuasselstrippe.pdf,"|
alltäglichkeiten
ộ
kuddelmuddel vogelgezwitscher quasselstrippe
lo
langsam erwachte er aus tiefem schlaf  er gähnte  streckte sich und ließ seinen blick durch 
das halbdunkel seiner höhle schweifen  um ihn herum ein herrliches kuddelmuddel von 
trockenem laub und moos  allmählich begannen auch seine ohren ihren dienst  er hat 
scheinbar verschlafen  denn von oben hörte er schon lautes vogelgezwitscher  selbst 
singdrossel und grasmücke waren dabei  schon zurück aus afrika  jetzt aber schnell  
stacheln geordnet und heraus an die luft  - es war zu schnell  hatte sich nicht genug 
vorbereitet nach dem langen schlaf  kaum war er draußen schmerzten seine ohren  frau 
eichhorn  die quasselstrippe begrüßte ihn überschwenglich und lautstark 
an- oder abmeldungen bitte an anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „rh170425-17  -  kuddelmuddelvogelgezwitscherquasselstrippe„
seite 1 von 1
an anbenlo@gmx de  
sein 
 "
"All,sender,gibt,zwangszahlungen,demokratisch,gremien,immer,zahle,angeblich,betreff,alltäglichkeiten,zwangszahlung,sage,gleich,erhalt,weniger,persönlich,nutze,schweiz,volksabstimmung,abgabe",2018,0033, Zwangszahlung,BenLo,03,03,vikus-viewer/data/fulltext/pdf/zh180303 - 16 - Zwangszahlung.pdf,"|
alltäglichkeiten
ộ
zwangszahlung
lo
ich sage gleich  dass ich gegen die zwangszahlungen zum erhalt einiger weniger sender  
die ich persönlich gar nicht nutze  bin  in der schweiz gibt es jetzt eine volksabstimmung 
gegen so eine abgabe  ich finde es überhaupt nicht demokratisch  wenn ich zahlen muss 
und irgendwelche  nicht von mir oder von meinen vertretern gewählte gremien oder gar 
einzelne personen  darüber entscheiden  welche sendungen gefördert werden  außerdem
ist dieses nicht zu durchschauende verfahren des einzugs der zahlungen für mich 
unerträglich  keiner kann mir genau auseinander legen wie viel prozent meiner täglichen 
ausgaben werden zur finanzierung dieser sender genutzt  oder anders ausgedrückt  was 
würde ich sparen  wenn ich wirklich nur das produkt  welches ich ja kaufen will  bezahlen 
müsste  und nicht wie jetzt  immer einen eingerechneten betrag für werbung mit zahle  
da wird keiner gefragt  ob er die davon bezahlten sender nutzt 
also  die zusammensetzung der gremien  die die öffentlich-rechtlichen sender 
kontrollieren ist zwar auch nicht leicht zu durchschauen  aber es gibt regeln und 
vorschriften  nach denen das geld verteilt wird  letztendlich wird alles  zwar sehr 
indirekt  aber demokratisch entschieden  und es ist dafür gesorgt  dass es auch manchmal
etwas für mich gibt  obwohl ich am nächsten tag das gefühl habe  ich war der einzige der 
das geguckt hat  es gibt nicht nur massen-blabla 
ich bin gegen unkontrollierbare zwangszahlungen für immer mehr verblödungs-shows 
und krawall-filme  
ich zahle gerne gez-gebühren mit der chance  ab und zu etwas richtig gutes zu 
bekommen  und wünsche mir  dass die verantwortlichen nicht zu sehr auf die quoten der  
angeblich freien und angeblich umsonst empfangbaren sender schauen 
an- oder abmeldungen bitte an  anbenlo@gmx de 
alles bekommst du für 
mit betreff  fixabo bzw  nixabo 
nichts  auch diese
lob und tadel mit betreff  
 „zh 180303-16 - zwangszahlung„
seite 1 von 1
an anbenlo@gmx de  
also  fixabo 
 "
"All,fenster,paar,küche,sonntag,schließe,öffne,ruhe,seit,zeit,boden,sommer,dach,fallen,waffelbruch,krach,betreff,alltäglichkeiten,maisonntag,00uhr,morgens",2017,0034, Maisonntag,BenLo,05,07,vikus-viewer/data/fulltext/pdf/zh170507 - 99 - Maisonntag.pdf,"|
alltäglichkeiten
ộ
maisonntag
lo
10 00uhr morgens  ulla hat in der küche vom dlf auf wdr2 umgeschaltet  es ist also schon 
wieder sonntag  ein sonntag im mai  ich schließe die tür zur küche und öffne das fenster  
ruhe strömt herein  von fern glockengeläut  plötzlich ein sirrendes pfeifen  seit ein paar 
tagen sind die mauersegler wieder da  etwa zehn von ihnen rasen laut tschirrpend durch die
straße  - wieder ruhe  zeit ihres lebens verbringen sie fliegend in der luft  fressen  
schlafen  paaren und streiten  alles im flug  nur zur aufzucht des nachwuchses berühren 
ihre beine festen boden  die meiste zeit in afrika lebend sind sie nur von mai bis august bei
uns und geben dem sommer die passende hintergrundmusik  vielleicht vergeht deshalb der
sommer immer wie im fluge  zwei autotüren werden zu geschlagen  der motor heult auf 
und wird dann langsam leiser  auf dem dach gegenüber gurrt eine taube  fliegt mit lautem 
flügelschlag steil auf und lässt sich dann leise gleitend fallen  das leben macht spaß  ich 
schließe das fenster  es ist doch noch relativ kühl 
nachmittags öffne ich das fenster erneut  es ist wärmer geworden  die meisen haben viel 
zu tun  fast im sekundentakt schleppen sie raupen  blattläuse oder würmer in den 
nistkasten am baum  ab und zu kommen sie mit einem kleinen  weißen päckchen kot im 
schnabel wieder raus und lassen es nach einigen metern fallen  politik des hohen 
schornsteins  man will den dreck nicht direkt vor der eigenen tür  ein zaunkönig trompetet 
der zilpzalp ruft dauernd seinen namen  auf dem dach findet der hausrotschwanz nicht den
richtigen radiosender und das rotkehlchen meldet etwas traurig seine anwesenheit  von 
weitem ist jetzt die kirmes zu hören  seit freitag ist in der innenstadt der bär los  karussels 
autoscooter  achterbahn und jede menge los-  fisch- und frittenbuden locken menschen in 
die stadt  sie haben glück  es regnet nicht  ein kind mit einem bunten luftballon weint  ihm
ist eine tüte waffelbruch zu boden gefallen und die eltern erlauben ihm das aufsammeln 
nicht  es wird in ein auto gehoben  angeschnallt und ruhig geschnullert  sie fahren davon  
etwas später wieder krach  ein paar dohlen räumen den waffelbruch weg  die schwarzen 
vögel mit den silbergrauen kopftüchern machen ordentlich krach und nach ein paar 
minuten ist von dem verunglückten kirmesspaß nichts mehr zu entdecken 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170507 -99  -  maisonntag„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,maus,brummer,schrank,natur,hinkuckt,heute,dicke,scheiben,katz,heiß,alltägliches,schrei,zh170810-11,seite,locke,schreiben,tagen,katze,tatze,gespielt",2017,0035, Natur wo man auch hinkuckt,BenLo,08,10,vikus-viewer/data/fulltext/pdf/zh170810 - 11 - Natur wo man auch hinkuckt.pdf,"|
 alltägliches von benlo schrei  -  zh170810-11  -  natur wo man auch hinkuckt - seite 1 von 1
natur  wo man auch hinkuckt
locke
heute werde ich es schreiben 
dicke brummer an den scheiben 
es kam vor tagen unsere katze
mit einer maus in ihrer tatze 
sie haben gespielt und hatten spass
bis die katz  die maus dann frass 
doch nicht alles sie gefressen
den rest unter m schrank vergessen 
als die luft zog durch die wohnung
wir bekamen die belohnung 
es war sommer und es war heiß
es roch gewiss  aber nicht nach schweiß 
nein unter dem schrank aus eiche
stank es gewaltig nach leiche 
heute nun dicke brummer an den scheiben 
sie werden auch nicht lange bleiben 
wie der gestank und auch die maus
werden sie verlassen unser haus 
es ist heiß  wir können hoffen 
fenster und türen offen 
die brummer werden sich verlieben 
wieder auf leichen folgen ihren trieben 
doch ich werde mich wehren 
kämpfen voller stolz
dass sie sich nicht vermehren
unter unserem schrank aus holz 
jede katz  mit maus
schmeiß ich raus 
 "
"All,achten,schon,weihnachten,betreff,|alltäglichkeiten,missachten,sachten,gedanken,betrachten,weiß,hochachten,schwarz,verachten,nüchtern,beobachten,_______,viele,gutachten,kinder,mussten",2016,0036, Weihnachten,BenLo,12,22,vikus-viewer/data/fulltext/pdf/zh161222 - 99 - Weihnachten.pdf,"|alltäglichkeiten
ộ
weihnachten
lo
achten
und
missachten
oder
mit sachten
gedanken betrachten 
weiß
hochachten
und
schwarz verachten 
oder
nüchtern beobachten 
_______
es
gab schon viele gutachten 
dass
kinder mussten verschmachten 
oft
schon vor ihrem geburtstag  dem achten 
als
unbeschwert wir  lachten 
naiv 
einfach und dumm noch dachten 
dass
weise menschen die welt gerecht überwachten 
___________________
als
alle begannen sich abzuschlachten 
der
geflüchteten hoffnungen schon verflachten
weil
heimische verlangten  sie schnell zurück zu verfrachten 
_________________________________
da
war
und ist trotzdem zu beachten 
die
hoffnung ist und bleibt hoch zu achten 
frohe weihnachten
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh161222 -99  -  weihnachten„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,menschen,475ster,jahren,wurde,jahre,betreff,morgen,heute,welt,erde,november,alltäglichkeiten,geburtstag,„locke,seit,kaum,sitze,fenster,weiß,energiebäume",2016,0037, mein 475ster Geburtstag,BenLo,10,30,vikus-viewer/data/fulltext/pdf/rh161030 - 20 - mein 475ster Geburtstag.pdf,"|
alltäglichkeiten
ộ
mein 475ster geburtstag
lo
„locke    - „loockee   jeden morgen das selbe  seit gefühlten tausend jahren  kaum sitze 
ich zwischen  aufstehen und wachwerden am fenster  um dem sich langsam mit leben 
füllenden tag zuzuschauen     „locke   dabei ist es nie etwas wichtiges  irgendeine meldung
aus der zeitung oder radio  die ich unbedingt mitkriegen muß  ich reagiere   wie an jedem 
morgen  nicht  ich weiß  spätestens nach dem fünften „lockee   wird es still  so auch jetzt 
gegenüber  auf den häusern beugten sich die energiebäume geduldig dem druck des 
warmen frühlingswindes  sie sind groß geworden  damals  als sie angepflanzt wurden  
waren sie von hier kaum zu erkennen  sahen aus wie altertümlichen dachbegrünungen 
zwischen dem zweiten und letztem weltkrieg  wenn ich mein fernglas nehmen würde  
könnte ich bestimmt ab und zu einen hirsch oder sogar einen bären sehen  die so 
genannten energiebäume sind im grunde ganz normale eichen  buchen  birken  und andere 
bäume  die es schon seit tausenden von jahren in unseren breiten gibt  vor gut 300 jahren 
ist es gelungen die wurzeln aller pflanzen anzuzapfen und direkt elektrische energie daraus
zu gewinnen  es wurde von der weltregierung ein gesetz erlassen  nachdem mindestens 
dreiviertel jeder bebauten fläche mit einer mindestens fünf meter dicken erdschicht  
inklusive darin liegenden energiefängern  bedeckt werden muß  außerdem müssen diese 
flächen nach bestimmten regeln miteinander verbunden werden  dann werden sie sich 
selber überlassen 
ach ja  jetzt sitze ich hier wie jeden morgen am fenster und lasse meinem gehirn freie bahn 
heute scheint es wohl in die vergangenheit zu gehen  die welt  wie sie ist und wie sie so ge-
worden ist  als kind bin ich jeden tag nach dem mittagessen nach draußen und habe auf 
wiesen und feldern mit meinen freunden gespielt  das war ungefähr zwanzig jahre nach 
dem zweiten weltkrieg  den haben ja wir deutschen angezettelt  wie sich das anhört  „wir 
deutschen       das gibt es ja zum glück nicht mehr  dieses „in nationen denken   damals als 
ich etwa zehn jahre alt war  entstanden rund um erde freiheitsbewegungen  die von 
europäern besetzten länder versuchten sich ihre freiheit zu erkämpfen  die jugend 
europas und in den usa stellte sich zu großen teilen gegen die alteingesessenen normen 
der kriegsgeneration  es gab die hippiebewegungen  die nachkommen der sklaven wehrten
sich gegen ihre immer noch vorhandene benachteiligung  aber es hat nicht gereicht  die 
menschen haben es noch nicht verstanden  die angst vor neuem war größer  sie zogen sich 
wieder in ihre religionshäuschen und nationalen hütten zurück und beschimpften alles was 
anders war  als falsch und schlecht       es folgten kriege  terror  in meinen fünfziger jahren 
breitete sich weltweit eine stimmung von angst und sorgen aus  mißtrauen  es wurde im-
mer schlimmer und endete schließlich im kampf „jeder gegen jeden   dazu ging es mir ge-
sundheitlich nicht gut   auch meine frau wurde krank und arbeitslos  anderen ging es noch 
viel schlechter 
⇓
⇓
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „ rh161030-20 -  mein 475ster geburtstag„
seite 1 von 2
an anbenlo@gmx de  
sein
 |
alltäglichkeiten
ộ
mein 475ster geburtstag
lo
heute nimmt man an  dass das alles  dieses weltweite elend  nur geendet hat  weil auch die
scheinbaren profiteure dieser kleinstkriege im grunde nichts davon hatten  sie konnten ihr 
geld gar nicht mehr ausgeben  die erde war krank und viele millionen sind an dieser 
krankheit gestorben  
dann  im wahrsten sinne  über nacht  es war komisch  aber ich weiß es noch wie heute  es 
war ein 9ter november  wieder einmal  ich traf meinen nachbarn auf den resten unserer 
straße und wir gingen aufeinander zu und umarmten uns  ein muslim und ein heide  das 
wäre einen tag vorher nicht möglich gewesen  warum eigentlich nicht  wir gingen durch die
zerstörte stadt und wir sahen überall menschen  einfach menschen  jeder bat den anderen 
um vergebung  denn jeder wußte  er hatte mit schuld am elend der vergangenen jahre  es 
waren tausende  ach quatsch  milliarden  nein   alle menschen  
alte kurzwellen-amateure  die sich nicht durch die internet- und handy-manie anstecken 
lassen haben  und die  gerade durch das vergessen werden  frei geblieben sind  sie haben 
ungestört durch die mächtigen der welt rund um die erde kontakt mit einander gehalten  
sie waren es  sie haben am 9ten november 2033 ihre lautsprecher auf die straße gestellt 
und das ende des wahnsinns erklärt  und der kurzwellenfriedensfunke sprang über auf die 
anderen menschen  und jeder  ausnahmslos jeder wußte  wir sind menschen und alles 
andere ist nebensache    
ohh  jetzt muß ich aber auch mein tagwerk beginnen  wir befinden uns im jahr 2433  das 
tausendjährige reich hätte jetzt die hälfte geschafft  sie haben nur 12 jahre 
durchgehalten  1945 war frieden  es war vorbei  dachte die welt  aber in den 2010er jahren
begann es wieder  es wurde sogar noch viel schlimmer  keiner traute dem anderen  bis zu 
dem 9ten november 2033    
ach  ich werde alt  ich wiederhole mich  und jetzt kommt mein geburtstagswochenende  
viel zu tun  immerhin ist es mein 475ster  bin ein wenig aufgeregt   
╚════════════════════════════════════════════❨✻❩═════════════════════════════════════════════╝
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „ rh161030-20 -  mein 475ster geburtstag„
seite 2 von 2
an anbenlo@gmx de  
sein
 "
"All,lieber,betreff,alltäglichkeiten,schreibkrise,kurzes,gedicht,fällt,lass,abmeldungen,bitte,anbenlo@garantiere,fixabo,nixabo,tadel,„zh170517-17,schreibkrise„,seite,anbenlo@",2017,0038, Schreibkrise,BenLo,05,17,vikus-viewer/data/fulltext/pdf/zh170517 - 17 - Schreibkrise.pdf,"|
alltäglichkeiten
ộ
schreibkrise
lo
ein kurzes gedicht  
oder lieber nicht  
ach  mir fällt nichts ein  
ich lass es lieber     
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170517-17  -  schreibkrise„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,ismus,alltäglichkeiten,polen,hört,heute,merkwürdige,sachen,lachen,einfach,hohl,beispiel,fürchtet,genau,homophober,bajuwar,abstoßend,homophobe,klar,gleichen,sollen",2017,0039, Mag net ismus,BenLo,07,21,vikus-viewer/data/fulltext/pdf/zh170721 - 19 - Mag net ismus.pdf,"|
alltäglichkeiten
ộ
mag net ismus
lo
von den polen hört man heute oft merkwürdige sachen 
manche sind zum lachen 
andere sind einfach hohl 
zum beispiel fürchtet  genau wie ein homophober bajuwar
sehr abstoßend auch der homophobe pol  ist ja klar 
alle  die ihm gleichen 
sie sollen weichen 
manchmal geht er über leichen
und immer schreit er voll entsetzen  ich wett  
„i mag net  
anbenlo@gmx de
zh170721-19  -  mag net ismus - seite 1 von 1
 "
"All,tirilitirila,alltäglichkeiten,aufhören,rumzujammern,kopfkissen,klammern,boot,fest,vertäute,heute,leute,wolke,setzen,fingernägel,wetzen,ganze,welt,rocken,frohlocken,anbenlo@zh170721-18",2017,0040, tirilitirila,BenLo,07,21,vikus-viewer/data/fulltext/pdf/zh170721 - 18 - tirilitirila.pdf,"|
alltäglichkeiten
ộ
tirilitirila
lo
ich werde aufhören rumzujammern 
mich ab und zu nur ans kopfkissen klammern 
wie an das boot  das fest vertäute 
und mich ab heute 
ob mit  ob ohne leute 
auf eine wolke setzen 
meine fingernägel wetzen 
die ganze welt rocken
und frohlocken 
anbenlo@gmx de
zh170721-18  -  tirilitirila - seite 1 von 1
 "
"All,leben,eben,betreff,alltäglichkeiten,aufbruch,kurz,zusammen,gefasst,schön,passt,geleimt,selten,gereimt,reimer,vieles,eimer,bisher,mehr,heiter,leiter",2017,0041, Aufbruch,BenLo,08,02,vikus-viewer/data/fulltext/pdf/zh170802 - 16 - Aufbruch.pdf,"|
alltäglichkeiten
ộ
aufbruch
lo
mein leben 
kurz zusammen gefasst
weil es so schön passt 
fühlte mich oft geleimt
selten hat s sich gereimt
bin halt kein reimer
vieles im eimer
so war s eben 
mein leben 
bisher 
will mehr 
es geht weiter 
und zwar heiter 
ich hol  eine leiter
bin ein befreiter 
alles ist gut 
habe neuen mut
der himmel auf erden eben
wird es werden  leben 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170802-16  -  aufbruch„
seite 1 von 2
an anbenlo@gmx de  
sein
 |
alltäglichkeiten
ộ
aufbruch
lo
mein leben 
kurz zusammen gefasst
weil es so schön passt 
oft geleimt
selten gereimt
bin kein reimer
vieles im eimer
so war s eben 
mein leben 
bisher 
will mehr 
weiter 
heiter 
eine leiter 
ein befreiter 
alles gut 
neuer mut
himmel auf erden eben
meinleben 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170802-16  -  aufbruch„
seite 2 von 2
an anbenlo@gmx de  
sein
 "
"All,schüssel,schüsseln,zuhause,sogar,betreff,suchen,immer,handelt,foto,sehen,häufig,problem,wirklich,bild,alltäglichkeiten,interessante,neues,wesen,bekommt,form",2018,0042, Schuesseln,BenLo,04,11,vikus-viewer/data/fulltext/pdf/zh180411 - 14 - Schuesseln.pdf,"|
alltäglichkeiten
ộ
schüsseln suchen ein zuhause
lo
hallo und herzlich willkommen  in dieser neuen sendereihe werden wir ihnen einmal im monat 
interessante und herrenlose schüsseln vorstellen und hoffentlich diese armen geschöpfen zu-
rück in ihr vertrautes heim oder ansonsten in ein neues und dauerhaftes zuhause vermitteln  weil
es sich bei schüsseln ja immer um sehr sensible wesen handelt  haben wir uns entschlossen  die 
einzelnen schüsseln nur per foto vorzustellen  jeder 
unnötige transport bringt zusätzliche unruhe in das le-
ben und die gefahr besteht  dass eine nervöse schüssel
einen schlag bekommt und tot umfällt  dieses risiko 
wollten wir  noch  nicht eingehen  
so  jetzt fangen wir mal mit der ersten schüssel a an  
wie sie auf dem foto sehen können  handelt es sich um
eine flache form  eine häufig vorkommende form die 
von vielen fachleuten sogar als eine eigene art ge-
sehen wird  die teller  wie gesagt sehr häufig anzutref-
fen und vielleicht gerade deshalb nicht richtig wert-
geschätzt  dieses exemplar ist sehr verträglich im 
täglichen umgang  nur gegen flüssigkeiten jedweder 
art wehrt es sich  aber bei entsprechendem umgang  
wird es dem jeweiligen besitzer noch lange freude 
bereiten  
was kommt jetzt  ach ja  das genaue gegenteil von a  
b  ein pracht-exemplar von schüssel  b ist nicht für 
jedermann geeignet  sie braucht eine starke hand  die 
fest zupacken kann  sie dankt es einem in dem sie alles
aufnimmt  was man ihr reicht  von festen kartoffeln  
nudeln oder reis über verschiedenste breie oder mus 
bis hin zu suppen  selbst eine kalte bowle  die ja 
eigentlich nicht so passend ist  wird sie ohne probleme 
aufnehmen  wenn  ja wenn die handelnde person ihr gegenüber selbstsicher und fest auftritt  
aber das gilt ja für all die so sensiblen schüsseln 
bei der gelegenheit muss ich etwas zur schon so oft erwähnten sensibilität der schüsseln 
erzählen  es ist ihnen doch bestimmt auch schon mal vorgekommen  sie nehmen eine ausgeruhte
schüssel aus dem schrank und die fängt sofort an unruhig in ihren händen zu zappeln  auch 
beim befüllen ist sie nicht still  mehrmals fällt sie fast von der anrichte  meistens ist das problem 
nicht die schüssel  die ist nur so sensibel und spürt  dass etwas nicht in ordnung ist und 
bekommt angst  wenn sie sich jetzt mal in ruhe in so eine situation zurückversetzen  ich bin mir 
sicher  dass sie zu der zeit ein problem wälzten oder sorgen hatten  auf jeden fall waren sie 
nicht bei der sache und das spürt eine schüssel sofort  kann das aber nicht einordnen  wie auch 
sie ist eine schüssel  und ist verängstigt und wird zappelig  bei kleinen kindern erlebt man 
häufig das selbe verhalten  erst wenn man sich über sich wieder im klaren ist  wird das kind 
ruhig   -  so  das war mal ein kleiner ausflug in die schüsselpsychologie 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh 180411-14 - schuesseln„
seite 1 von 2
an anbenlo@gmx de  
sein
 |
alltäglichkeiten
ộ
schüsseln suchen ein zuhause
lo
oh  die zeit wird knapp  ich rede zuviel  also  schüsseln c  d und e sind typische vertreter ihrer 
art  diese gibt es einfarbig  außen und innen verschieden gefärbt  mit mustern bedeckt oder mit 
anders farbigem rand  zu unseren dreien kann ich eigentlich nur sagen  sie haben alle ein sehr 
umgängliche wesen  lassen sich ohne widerstand befüllen und halten den inhalt dann auch  in 
den paar tagen  die sie jetzt in unserer obhut sind haben sie sich wunderbar mit unseren 
schüsseln vertragen  auch gegenüber den anderen mitglieder unseres haushalts verhielten sie 
sich freundlich bis neugierig  aber immer friedlich  sogar kinder konnten wir ohne bedenken 
alleine mit ihnen lassen  kinder und schüsseln sind ja oft ein problem  diese drei vertrugen aich 
sogar mit unserer katze  ich möchte hier sogar noch extra die … 
oh  was ist denn jetzt 
mit dem foto  das muß die technik aber wieder richten  können sie
das überhaupt noch 
sehen  ich tu mal so  als wenn nichts wäre und erzähl mal weiter 
wo war ich  ach ja  ich 
wollte die d…  oder doch die e  nein die d hervorheben  die d ist
wirklich erstaunlich 
umgänglich  sie kommt auch viel leichter daher  die bleibt ruhig  egal was sie mit ihr machen  
ahh  das bild ist wieder da… also weiter  ich habe die 
d einmal mit zwei fingern ganz oben am rand gefasst 
und angehoben  jede ander schüssel hätte angefangen
sich zu winden und zu ziehen und wäre letztendlich 
lieber gestorben als so durch die gegend zu fliegen  
aber nicht d  d blieb cool   -  meine lieben zuschauer  
ich möchte sie bitten  diesen versuch nicht mit ihren 
schüsseln zu wiederholen  es bedeutet nur stress für 
die schüssel  verzeihen sie mir dieses absolut unmög-
liche verhalten   -  aber die d hat wirklich eine innere 
ruhe  unglaublich     
zum schluss noch zwei sehr interessante schüsseln   
f und g sind so genannte glasschüsseln  die 
wissenschaft streitet im augenblick darüber  ob es 
sich überhaupt um eine einzige art handelt  es wirken 
zwar beide irgendwie ähnlich  jeder hat das gefühl  sie
seien durchsichtig  jetzt gibt es wissenschaftler  die 
behaupten bei einigen sei ein komplizierter farbaufbau 
der schüsseloberfläche dafür verantwortlich  die 
schüssel färbt sich  wie ein chamäleon  immer so 
ähnlich wie der untergrund  den man sähe  wenn keine 
schüssel da stände  die andere art ist wirklich 
lichtdurchlässig  ich denke ja  dieses bild ist der 
beweis für die richtigkeit der zwei-arten-theorie  
während f nur durch vorhandene kanten schatten erzeugt  also jede menge licht durchläßt  ist 
bei g eindeutig ein schatten zu erkennen  meiner meinung nach ein beweis dafür  dass die 
schüssel nicht durchsichtig ist sondern auf ihrer oberfläche ein bild erzeugt  g muss eine 
„chamäleon-schüssel  sein  ach du meine güte  ich muss zum schluss kommen  also wenn sie 
ihre schüssel erkannt haben  oder einer fremden schüssel ein neues zuhause geben möchten  
mail an „anlocke@gmx de    auf wiedersehen  hier folgt jetzt  „tiere suchen ein zuhause   tschü
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh 180411-14 - schuesseln„
seite 2 von 2
an anbenlo@gmx de  
sein
 "
"All,leben,ging,vielleicht,stand,immer,geworden,schaute,schöner,verschiedensten,sommer,ende,gemacht,putzen,mehr,dachte,gehört,müde,genug,betreff,alltäglichkeiten",2017,0043, Alt sein,BenLo,08,14,vikus-viewer/data/fulltext/pdf/zh170814 - 12 - Alt sein.pdf,"|
alltäglichkeiten
ộ
alt sein
lo
da stand sie wieder  da stand sie wie immer  sie war alt geworden  die meisten ihrer 
altersgenossen waren schon lange weg von dieser welt  sie schaute aus dem fenster  es 
war ein schöner ausblick  pflanzen in verschiedensten grüntönen  irgend etwas blühte 
immer  aber jetzt ging der sommer zu ende und sie spürte  dass es wohl der letzte sommer 
für sie war  sie schaute in den spiegel  es war kein schöner anblick  haare in 
verschiedensten grautönen  alle waren kurz und struwwellig  und jetzt ging ihr leben zu 
ende und sie überlegte was sie aus ihrem leben gemacht hat  was hatte sie überhaupt 
gemacht  geputzt  das was sie konnte  war putzen  und das ging jetzt nicht mehr  sie war 
nutzlos geworden  um auf andere gedanken zu kommen sah sie wieder ins grüne  
sie dachte daran  was sie vor ein paar tagen gehört hatte  die junge frau hatte zum 
wiederholten mal geschimpft er solle endlich mal handeln  sie könne es nicht mehr haben  
es sei ein schandfleck  die alte müsse weg und entweder sorge er dafür  oder sie würde es 
tun  er hatte nur gemurmelt dass sie doch nichts schlimmes mache  sie stehe doch nur da  
das war kein wirkliches verteidigen  es war traurig   
beim letzten mal hatte er wenigsten noch argumentiert  nicht unbedingt überzeugend  
aber immerhin  er hatte behauptet sie würde keine kosten verursachen  wenn man genau 
rechne  
eine grosse traurigkeit überfiel sie und sie wurde müde  vielleicht war es doch genug  
genug leben  vielleicht sollte sie abdanken  noch einmal den herbst mit seinen vielen 
farben erleben  dann der trostlose winter  sie war ja doch oft einfach nur noch müde  
lebensmüde  vielleicht 
sie hatte mal gehört  wie jemand behauptete  es gäbe ein leben nach dem tod  so als man 
selbst  sie dachte ja eher  dass sie von würmern gefressen oder von mikroben zersetzt wird 
so eine art wiederverwertung oder recycling  sie lachte  „vielleicht werde ich ja sogar 
wieder eine zahnbürste  -  dann könnte ich weiter putzen    
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170814-12  -  alt sein„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,alltägliches,schrei,zh170719-22,seite,locke,englische,rasen,duftete,erstmals,richtig,doof,roch,düster,ekelig,ranzig,deshalb,indischen,experten,durchaus,immens",2017,0044, Der die das,BenLo,07,19,vikus-viewer/data/fulltext/pdf/zh170719 - 22 - Der die das.pdf," alltägliches von benlo schrei  -  zh170719-22  -  der die das - seite 1 von 1
der die das
locke
der englische rasen duftete erstmals richtig doof  er roch düster ekelig ranzig 
deshalb ist es den indischen experten durchaus immens ernst das irgend einer
die alte sorte durch alternative super duftende arten sicher davon abhält sich
weiter zu vermehren
 "
